,dwelling_involved_type,general_zoning_classification,Total_area,type_of_road,property_general_shape,property_Flatness,utilities_types,LotConfig,LandSlope,Neighborhood,dwelling_type,HouseStyle,OverallQual,OverallCond,RoofStyle,roof_material,exterior_covering_1,exterior_covering_2,masonry_veneer_type,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,TotalBsmtSF,Heating,HeatingQC,CentralAir,electrical_system,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,total_rooms_above_grade,Functional,Fireplaces,GarageType,GarageYrBlt,interior_finish_garage,garage_car_capacity,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,three_season_porch_area,ScreenPorch,PoolArea,other_features_values,MoSold,YrSold,SaleType,SaleCondition,SalePrice,year_diff,Is_diff,finish_percentage_of_Bsmt,Unfinished_percentage_of_Bsmt,LotFrontage,Condition_all,Bsmt Exposure
543,120.0,Other,4058.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Other,Other,7.0,5.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,182.0,TA,TA,Other,Gd,TA,Av,GLQ,LwQ,139.0,723.0,GasA,Ex,Y,SBrkr,767.0,0.0,0.0,767.0,1.0,0.0,1.0,0.0,1.0,1.0,TA,4.0,Typ,0.0,Attchd,1998.0,Fin,1.0,367.0,TA,TA,Y,120.0,40.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,133000.0,0.0,0.0,1.0,0.0,53.0,Norm,Av
544,60.0,RL,17104.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Other,Gd,Other,Av,GLQ,Unf,0.0,654.0,GasA,Ex,Y,SBrkr,664.0,832.0,0.0,1496.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Attchd,2006.0,RFn,2.0,426.0,TA,TA,Y,100.0,24.0,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,Other,Other,179665.0,0.0,0.0,0.8470948012232415,0.1529051987767584,80.0,Norm,Av
545,50.0,RL,13837.0,Pave,IR1,Lvl,AllPub,Other,Gtl,NWAmes,1Fam,1.5Fin,7.0,5.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,Gd,Gd,Other,Gd,Other,No,GLQ,LwQ,202.0,1204.0,GasA,Gd,Y,SBrkr,1377.0,806.0,0.0,2183.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,0.0,Attchd,1988.0,Unf,3.0,786.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2006.0,WD,Normal,229000.0,0.0,0.0,1.0,0.0,24.0,Norm,No
546,50.0,RL,8737.0,Pave,IR1,Other,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,6.0,7.0,Gable,CompShg,Other,Wd Sdng,None,0.0,TA,TA,Other,Gd,TA,No,Rec,Unf,0.0,1065.0,GasA,Ex,Y,Other,915.0,720.0,0.0,1635.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,Detchd,1950.0,Unf,2.0,440.0,TA,TA,Y,0.0,38.0,0.0,144.0,0.0,0.0,0.0,5.0,2007.0,WD,Normal,210000.0,27.0,1.0,0.28169014084507044,0.7183098591549296,74.0,Norm,No
547,85.0,RL,7244.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1Fam,Other,5.0,7.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,Other,Gd,TA,Av,ALQ,Unf,0.0,768.0,GasA,Ex,Y,SBrkr,768.0,0.0,0.0,768.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Detchd,1987.0,Unf,2.0,624.0,TA,TA,Y,104.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,WD,Normal,129500.0,0.0,0.0,0.8059895833333334,0.19401041666666666,50.0,Norm,Av
548,20.0,RM,8235.0,Pave,IR1,Other,AllPub,Inside,Gtl,OldTown,1Fam,1Story,5.0,7.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,Other,TA,TA,No,LwQ,Rec,645.0,825.0,GasA,TA,Y,SBrkr,825.0,0.0,0.0,825.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Detchd,1963.0,RFn,2.0,720.0,TA,TA,Y,140.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,WD,Normal,125000.0,40.0,1.0,1.0,0.0,80.0,Other,No
549,60.0,Other,9375.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Other,Gd,TA,No,Unf,Unf,0.0,912.0,GasA,Ex,Y,SBrkr,912.0,1182.0,0.0,2094.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,Other,2003.0,Fin,2.0,615.0,TA,TA,Y,182.0,182.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,WD,Normal,263000.0,1.0,1.0,0.0,1.0,30.0,Norm,No
550,120.0,RL,4043.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Other,1Story,6.0,6.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Other,Gd,TA,No,ALQ,Unf,0.0,1069.0,GasA,TA,Y,SBrkr,1069.0,0.0,0.0,1069.0,0.0,0.0,2.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Attchd,1977.0,RFn,2.0,440.0,TA,TA,Y,0.0,55.0,0.0,0.0,200.0,0.0,0.0,10.0,2008.0,Other,Other,140000.0,0.0,0.0,0.5229186155285314,0.47708138447146864,88.0,Norm,No
551,20.0,RM,6000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1Story,5.0,6.0,Hip,CompShg,Other,Other,None,0.0,TA,TA,Other,TA,TA,No,Rec,Unf,0.0,928.0,GasA,Gd,Y,Other,928.0,0.0,0.0,928.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Attchd,1957.0,Fin,1.0,288.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,WD,Normal,112500.0,0.0,0.0,0.33189655172413796,0.6681034482758621,85.0,Norm,No
552,20.0,RL,11146.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,8.0,5.0,Gable,CompShg,VinylSd,VinylSd,Other,250.0,Gd,TA,Other,Other,TA,Av,Unf,Unf,0.0,1709.0,GasA,Ex,Y,SBrkr,1717.0,0.0,0.0,1717.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Attchd,2006.0,RFn,3.0,908.0,TA,TA,Y,169.0,39.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,WD,Normal,255500.0,0.0,0.0,0.0,1.0,82.0,Norm,Av
554,60.0,RL,10625.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,Other,Gd,TA,No,GLQ,Unf,0.0,998.0,GasA,Ex,Y,SBrkr,1006.0,1040.0,0.0,2046.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Other,2003.0,RFn,3.0,871.0,TA,TA,Y,320.0,62.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,WD,Normal,284000.0,1.0,1.0,0.8677354709418837,0.13226452905811623,61.0,Norm,No
555,45.0,RM,6380.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,Other,5.0,6.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Other,TA,Other,No,Unf,Unf,0.0,993.0,GasA,TA,Y,Other,1048.0,0.0,0.0,1048.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Detchd,1922.0,Unf,1.0,280.0,TA,TA,Y,0.0,0.0,116.0,0.0,0.0,0.0,0.0,8.0,2006.0,WD,Normal,113000.0,28.0,1.0,0.0,1.0,67.64123524069028,Norm,No
556,20.0,RL,14850.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Other,TA,TA,No,Rec,Unf,0.0,1092.0,GasA,TA,Y,Other,1092.0,0.0,0.0,1092.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,1.0,Attchd,1957.0,Fin,1.0,299.0,TA,TA,Y,268.0,0.0,0.0,0.0,122.0,0.0,0.0,5.0,2006.0,WD,Normal,141000.0,0.0,0.0,0.8195970695970696,0.1804029304029304,67.64123524069028,Norm,No
557,50.0,Other,11040.0,Pave,Reg,Other,AllPub,Inside,Other,IDOTRR,1Fam,1.5Fin,4.0,6.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Other,TA,TA,No,Rec,Unf,0.0,637.0,GasA,Gd,Y,SBrkr,897.0,439.0,0.0,1336.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,0.0,Other,1994.0,Unf,1.0,570.0,TA,TA,Y,0.0,47.0,120.0,0.0,0.0,0.0,0.0,9.0,2006.0,Other,Normal,108000.0,30.0,1.0,1.0,0.0,67.64123524069028,Norm,No
559,120.0,RL,3196.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Other,1Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,Other,Gd,TA,Gd,Unf,Unf,0.0,1374.0,GasA,Ex,Y,SBrkr,1557.0,0.0,0.0,1557.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,7.0,Typ,1.0,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,143.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,WD,Normal,234000.0,1.0,1.0,0.0,1.0,21.0,Norm,Other
560,20.0,RL,11341.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5.0,6.0,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,Other,Gd,TA,No,ALQ,Unf,0.0,1392.0,GasA,TA,Y,SBrkr,1392.0,0.0,0.0,1392.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Other,1.0,Detchd,1957.0,Unf,2.0,528.0,TA,TA,Y,0.0,0.0,0.0,0.0,95.0,0.0,0.0,5.0,2010.0,WD,Normal,121500.0,39.0,1.0,0.9353448275862069,0.06465517241379311,80.0,Norm,No
561,20.0,RL,10010.0,Pave,Reg,Lvl,AllPub,Inside,Other,Mitchel,1Fam,1Story,5.0,5.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Other,Gd,TA,Av,ALQ,LwQ,123.0,1389.0,GasA,Gd,Y,SBrkr,1389.0,0.0,0.0,1389.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,1.0,Attchd,1975.0,RFn,2.0,418.0,TA,TA,Y,240.0,38.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,WD,Normal,170000.0,1.0,1.0,0.8596112311015118,0.14038876889848811,67.64123524069028,Norm,Av
564,60.0,RL,13346.0,Pave,IR1,Lvl,AllPub,Other,Gtl,NoRidge,1Fam,2Story,7.0,5.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,Other,Gd,TA,No,GLQ,Unf,0.0,1095.0,GasA,Ex,Y,SBrkr,1166.0,1129.0,0.0,2295.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,Attchd,1992.0,RFn,2.0,590.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,268000.0,8.0,1.0,0.6648401826484018,0.33515981735159817,85.0,Norm,No
565,70.0,RL,6858.0,Pave,Reg,Other,AllPub,Other,Gtl,SWISU,1Fam,2Story,6.0,4.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Other,Gd,TA,No,Unf,Unf,0.0,806.0,GasA,TA,N,Other,841.0,806.0,0.0,1647.0,1.0,0.0,1.0,1.0,4.0,1.0,Other,6.0,Typ,0.0,Detchd,1920.0,Unf,1.0,216.0,TA,TA,Y,0.0,66.0,136.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,128000.0,35.0,1.0,0.0,1.0,45.0,Norm,No
566,60.0,RL,11198.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,1Fam,2Story,9.0,5.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,Other,Gd,Other,No,Unf,Unf,0.0,1122.0,GasA,Ex,Y,SBrkr,1134.0,1370.0,0.0,2504.0,0.0,0.0,2.0,1.0,4.0,1.0,Other,11.0,Typ,1.0,Other,2005.0,Fin,3.0,656.0,TA,TA,Y,144.0,39.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,WD,Normal,325000.0,2.0,1.0,0.0,1.0,90.0,Norm,No
567,20.0,RL,10171.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,Gd,TA,Other,Gd,TA,No,GLQ,Unf,0.0,1517.0,GasA,Ex,Y,SBrkr,1535.0,0.0,0.0,1535.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,Attchd,2004.0,RFn,2.0,532.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,WD,Normal,214000.0,0.0,0.0,0.0013183915622940012,0.998681608437706,71.0,Norm,No
568,50.0,RL,12327.0,Pave,IR1,Other,AllPub,Inside,Other,SawyerW,1Fam,1.5Fin,8.0,8.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Other,Gd,TA,Gd,GLQ,Unf,0.0,1496.0,GasA,Ex,Y,SBrkr,1496.0,636.0,0.0,2132.0,1.0,0.0,1.0,1.0,1.0,1.0,Gd,5.0,Other,1.0,Other,1983.0,Fin,2.0,612.0,Other,TA,Y,349.0,40.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,WD,Normal,316600.0,26.0,1.0,0.9632352941176471,0.03676470588235294,67.64123524069028,Norm,Other
569,90.0,RL,7032.0,Pave,IR1,Lvl,AllPub,Other,Gtl,NAmes,Other,Other,5.0,5.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Other,Gd,TA,Gd,GLQ,Unf,0.0,943.0,GasA,TA,Y,SBrkr,943.0,0.0,0.0,943.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,2.0,Detchd,1979.0,Unf,2.0,600.0,TA,TA,Y,42.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,WD,Normal,135960.0,0.0,0.0,1.0,0.0,80.0,Norm,Other
570,90.0,RL,13101.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Other,1Story,5.0,5.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,Other,TA,TA,No,LwQ,Unf,0.0,1728.0,GasA,TA,Y,SBrkr,1728.0,0.0,0.0,1728.0,0.0,0.0,2.0,0.0,6.0,2.0,TA,10.0,Typ,0.0,Detchd,1987.0,Unf,2.0,576.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2008.0,WD,Normal,142600.0,0.0,0.0,0.13368055555555555,0.8663194444444444,87.0,Norm,No
571,20.0,RL,7332.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6.0,6.0,Gable,CompShg,Other,Other,BrkFace,207.0,TA,TA,Other,TA,TA,No,BLQ,Unf,0.0,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0.0,864.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,0.0,Attchd,1959.0,Unf,1.0,288.0,TA,TA,Y,168.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,WD,Other,120000.0,0.0,0.0,0.4791666666666667,0.5208333333333334,67.64123524069028,Norm,No
572,60.0,RL,13159.0,Pave,IR1,Other,AllPub,Other,Gtl,Timber,1Fam,2Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Other,Other,TA,Av,Unf,Unf,0.0,846.0,GasA,Gd,Y,SBrkr,846.0,846.0,0.0,1692.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,Attchd,2009.0,RFn,2.0,650.0,TA,TA,Y,208.0,114.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,Other,Other,224500.0,0.0,0.0,0.0,1.0,80.0,Norm,Av
573,80.0,RL,9967.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,Other,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Other,Gd,TA,No,Unf,Unf,0.0,384.0,GasA,Ex,Y,SBrkr,774.0,656.0,0.0,1430.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,8.0,Typ,1.0,Other,2000.0,RFn,2.0,400.0,TA,TA,Y,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,WD,Normal,170000.0,0.0,0.0,0.0,1.0,70.0,Norm,No
574,80.0,RL,10500.0,Pave,Reg,Lvl,AllPub,Other,Gtl,NAmes,1Fam,Other,5.0,7.0,Other,CompShg,MetalSd,Other,BrkFace,82.0,TA,TA,Other,TA,TA,Av,ALQ,Unf,0.0,372.0,GasA,TA,Y,SBrkr,576.0,533.0,0.0,1109.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Other,1971.0,Unf,1.0,288.0,TA,TA,Y,35.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,WD,Normal,139000.0,34.0,1.0,0.9381720430107527,0.06182795698924731,82.0,Norm,Av
575,50.0,RL,8480.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1.5Fin,5.0,5.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Other,TA,TA,No,Rec,Unf,0.0,832.0,GasA,TA,Y,SBrkr,832.0,384.0,0.0,1216.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,Detchd,1947.0,Unf,1.0,336.0,TA,TA,Y,158.0,0.0,102.0,0.0,0.0,0.0,0.0,10.0,2008.0,Other,Other,118500.0,3.0,1.0,0.53125,0.46875,50.0,Norm,No
576,50.0,RL,6292.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,1Fam,1.5Fin,7.0,7.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Other,TA,TA,No,Unf,Unf,0.0,861.0,GasA,Gd,Y,SBrkr,877.0,600.0,0.0,1477.0,0.0,1.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Detchd,1928.0,Unf,1.0,216.0,TA,TA,Y,0.0,50.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,WD,Normal,145000.0,22.0,1.0,0.0,1.0,34.0,Norm,No
577,80.0,RL,11777.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,Other,5.0,6.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,TA,TA,Other,TA,TA,Av,LwQ,ALQ,551.0,1164.0,GasA,Ex,Y,SBrkr,1320.0,0.0,0.0,1320.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,2.0,Attchd,1966.0,RFn,2.0,564.0,TA,TA,Y,160.0,68.0,240.0,0.0,0.0,0.0,0.0,5.0,2006.0,WD,Other,164500.0,0.0,0.0,0.7551546391752577,0.24484536082474226,85.0,Norm,Av
578,160.0,Other,3604.0,Pave,Reg,Lvl,AllPub,Other,Gtl,Somerst,Other,2Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Other,Gd,TA,No,Unf,Unf,0.0,689.0,GasA,Ex,Y,SBrkr,703.0,689.0,0.0,1392.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,Detchd,2007.0,Unf,2.0,540.0,TA,TA,Y,0.0,102.0,0.0,0.0,0.0,0.0,0.0,2.0,2008.0,WD,Other,146000.0,0.0,0.0,0.0,1.0,80.0,Norm,No
579,50.0,RM,12150.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1.5Fin,5.0,5.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,TA,TA,Other,TA,TA,No,Unf,Unf,0.0,1050.0,GasA,Ex,N,Other,1050.0,745.0,0.0,1795.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,Typ,0.0,Attchd,1954.0,Unf,1.0,352.0,Other,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2008.0,WD,Normal,131500.0,0.0,0.0,0.0,1.0,64.0,Norm,No
580,20.0,RL,14585.0,Pave,IR1,Lvl,AllPub,Other,Gtl,NAmes,1Fam,1Story,6.0,6.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,Other,TA,TA,No,BLQ,Rec,219.0,1144.0,GasA,Ex,Y,SBrkr,1429.0,0.0,0.0,1429.0,0.0,1.0,1.0,0.0,3.0,1.0,Gd,7.0,Typ,2.0,Attchd,1960.0,Unf,2.0,572.0,TA,TA,Y,216.0,110.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,181900.0,27.0,1.0,0.7106643356643356,0.2893356643356643,60.0,Norm,No
581,20.0,RL,12704.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,8.0,5.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,306.0,Other,TA,Other,Other,TA,No,Unf,Unf,0.0,2042.0,GasA,Ex,Y,SBrkr,2042.0,0.0,0.0,2042.0,0.0,0.0,2.0,1.0,3.0,1.0,Other,8.0,Typ,1.0,Attchd,2009.0,RFn,3.0,1390.0,TA,TA,Y,0.0,90.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,Other,Other,253293.0,1.0,1.0,0.0,1.0,51.0,Norm,No
583,75.0,RM,13500.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,Other,10.0,9.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Other,Other,Other,TA,TA,No,Unf,Unf,0.0,1237.0,GasA,Gd,Y,SBrkr,1521.0,1254.0,0.0,2775.0,0.0,0.0,3.0,1.0,3.0,1.0,Gd,9.0,Typ,1.0,Detchd,1988.0,Unf,2.0,880.0,Other,TA,Y,105.0,502.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,WD,Normal,325000.0,107.0,1.0,0.0,1.0,67.0,Other,No
584,50.0,RM,6120.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,4.0,7.0,Gable,CompShg,Other,Other,None,0.0,TA,TA,Other,TA,TA,No,Unf,Unf,0.0,884.0,GasA,Ex,Y,SBrkr,989.0,584.0,0.0,1573.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Detchd,1935.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,54.0,0.0,120.0,0.0,0.0,7.0,2009.0,WD,Normal,133000.0,60.0,1.0,0.0,1.0,53.0,Norm,No
586,30.0,RL,10267.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1Story,6.0,7.0,Gable,CompShg,Other,Other,None,0.0,TA,Gd,Other,TA,Other,Mn,Rec,ALQ,606.0,816.0,GasA,Ex,Y,SBrkr,838.0,0.0,0.0,838.0,1.0,0.0,1.0,0.0,2.0,1.0,Other,5.0,Typ,0.0,Detchd,1961.0,Fin,1.0,275.0,TA,TA,N,0.0,0.0,112.0,0.0,0.0,0.0,0.0,5.0,2008.0,WD,Normal,130000.0,82.0,1.0,1.0,0.0,67.64123524069028,Other,Other
587,85.0,RL,8740.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,Other,5.0,6.0,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Other,TA,TA,Av,ALQ,Unf,0.0,840.0,GasA,TA,Y,SBrkr,860.0,0.0,0.0,860.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Detchd,1996.0,Unf,2.0,528.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,WD,Normal,137000.0,0.0,0.0,0.8,0.2,80.0,Norm,Av
589,40.0,RM,9100.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1Story,5.0,6.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Other,TA,TA,No,Unf,Unf,0.0,742.0,GasA,TA,Y,Other,779.0,0.0,156.0,935.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Detchd,1988.0,Unf,1.0,308.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,600.0,8.0,2008.0,WD,Normal,79500.0,30.0,1.0,0.0,1.0,60.0,Other,No
590,60.0,RL,8320.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Other,Gd,TA,No,GLQ,Unf,0.0,770.0,GasA,Ex,Y,SBrkr,770.0,812.0,0.0,1582.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,0.0,Attchd,2004.0,RFn,2.0,520.0,TA,TA,Y,0.0,45.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,WD,Normal,185900.0,0.0,0.0,0.6363636363636364,0.36363636363636365,85.0,Norm,No
592,20.0,RL,6600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1Fam,1Story,5.0,8.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,Other,TA,Other,No,GLQ,Unf,0.0,816.0,GasA,Ex,Y,SBrkr,816.0,0.0,0.0,816.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,Detchd,1985.0,Fin,2.0,816.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,WD,Normal,138000.0,21.0,1.0,1.0,0.0,21.0,Norm,No
593,120.0,RM,4435.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Other,1Story,6.0,5.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,Other,Gd,TA,Av,GLQ,Unf,0.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,Gd,4.0,Typ,0.0,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,WD,Normal,140000.0,0.0,0.0,0.8077830188679245,0.19221698113207547,65.0,Norm,Av
